country_code,sentence,cluster_no
JO, a black cat is wearing a tie,2
JO, a black and white photo of a man in a suit,2
JO, a woman in a car seat with her dog,2
JO, a young girl holding a cell phone to her ear,2
JO, a woman holding a cell phone in her hand.,2
JO, a large commercial airplane flying in the sky,2
JO, a large airplane is parked on the runway,2
JO, a man holding a cell phone up to his ear,2
JO, a man holding a cell phone to his ear.,2
JO, a large flock of birds flying over a river.,2
JO, a person is walking down the street with a umbrella,2
JO, a large tree with a bunch of unripe bananas hanging from it,2
JO, a traffic light with a street sign on top of it.,2
JO, a black cat sitting on a window sill looking out a window.,2
JO, a man in a field with a frisbee,2
JO, a man wearing a suit and tie in a room.,2
JO, a man wearing a suit and tie standing in a doorway.,2
JO, a man wearing a suit and tie standing in a room.,2
JO, a man wearing a suit and tie standing in a room.,2
JO, a group of people standing in a room.,2
JO, a group of people standing in a room.,2
JO, a group of people standing in a room.,2
JO, a man riding a motorcycle down a street.,2
JO, a street sign with a street name on it,2
JO, a woman in a dress brushing her teeth,2
JO, a man in a suit and tie holding a cell phone,2
JO, a man in a suit and tie standing in a room.,2
JO, a man in a suit and tie holding a cell phone,2
JO, a man and a woman are sitting at a table.,2
JO, a man is playing a video game in a room.,2
JO, a man and a woman are sitting at a table.,2
JO, a man in a suit and tie in a room.,2
JO, a man wearing a hat and a bow tie.,2
JO, a person holding a doughnut in their hand.,2
JO, a stuffed bear is sitting on a table,2
JO, a stuffed bear sitting on a table,2
JO, a man is holding a surfboard in his hand.,2
JO, a man standing next to a woman on a skateboard.,2
JO, a man in a suit and tie standing in a doorway.,2
JO, a woman wearing a tie and a dress shirt and tie,2
JO, a man wearing a tie and a shirt and tie,2
JO, a sign that says `` <unk> '' on a street.,2
JO, a man in a black shirt and a black tie,2
JO, a man in a suit is standing next to a building,2
JO, a man wearing a tie and a shirt and tie,2
JO, a woman in a dress holding a umbrella,2
JO, a pair of scissors and a pair of scissors,2
JO, a pair of scissors and a pair of scissors,2
JO, a pair of scissors and a pair of scissors,2
JO, a pair of scissors with a picture of a person in the background,2
JO, a red and white umbella in a blue sky,2
JO, a woman in a dress shirt and tie,2
JO, a woman in a pink dress holding a cell phone,2
JO, a man wearing a hat and a suit and tie.,2
JO, a pair of scissors and a pair of scissors,2
JO, a table topped with a plate of food and a cup of coffee.,2
JO, a table topped with lots of different types of donuts.,2
JO, a table topped with a bunch of bananas,2
JO, a sign that says `` <unk> '' on a pole,2
JO, a street sign with a street name on it,2
JO, a sign that says `` <unk> '' on a street.,2
JO, a man holding a cell phone in his hand.,2
JO, a black and white cat is sitting on a chair.,2
JO, a man holding a stop sign on a pole.,2
JO, a close up of a person holding a tennis racket,2
JO, a street sign with a street name on it,2
JO, a man is swinging a baseball bat at a game,2
JO, a woman in a bikini top and a tie is smiling,3
JO, a woman in a dress shirt and tie standing in a bathroom.,3
JO, a woman is sitting on a bench with a cell phone.,3
JO, a woman in a dress shirt and tie standing in a room.,3
JO, a woman in a dress holding a tennis racket.,3
JO, a woman in a dress shirt and tie standing in a bathroom.,3
JO, a woman in a dress shirt and tie standing in a bathroom.,3
JO, a woman holding a cell phone to her ear,4
JO, a woman holding a tennis racquet on a tennis court.,4
JO, a woman is holding a tennis racket in her hand.,4
JO, a person holding a cell phone in their hand.,5
JO, a table topped with a bunch of different types of food.,5
JO, a close up of a plate of food,5
JO, a man is holding a glass of wine.,5
JO, a large amount of food is layed out on a table,5
JP, a woman wearing a pink polka dot tie.,0
JP, a bunch of bananas hanging from a hook,0
JP, a large amount of kites flying in the air,0
JP, a large white vase with some pretty flowers.,0
JP, a large white vase with a flower in it,0
JP, a large white bird flying above a body of water,0
JP, a group of people sitting around a table eating food.,0
JP, a woman is sitting at a table with a pizza.,0
JP, a man in a kitchen cooking food in a kitchen.,0
JP, a table topped with a vase and a flower.,0
JP, a cake with a knife and fork on it,0
JP, a group of people standing around a parked motorcycle.,0
JP, a motorcycle is parked on the street.,0
JP, a man in a suit and tie standing in a room.,0
JP, a woman with a cell phone in her mouth.,0
JP, a black and white photo of a person 's feet,0
JP, a person holding a cell phone in their hand.,0
JP, a person holding a cell phone in their hand.,0
JP, a traffic light with a green light on top.,0
JP, a train traveling down tracks next to a forest.,0
JP, a group of people standing around a giant elephant statue.,0
JP, a group of people standing around a motorcycle.,0
JP, a person on a snowboard in the snow.,0
JP, a person on a snowboard in the snow.,0
JP, a table with a vase of flowers on it,0
JP, a large metal clock on a building with a sky background,0
JP, a group of people walking down a street.,0
JP, a man is standing in front of a wall with a cat.,0
JP, a black and white photo of a person holding an umbrella,0
JP, a man is sitting on a bench with a dog.,0
JP, a group of people standing around a motorcycle.,0
JP, a train is on the tracks near a building.,0
JP, a wooden bench sitting in front of a building.,0
JP, a river with a bridge spanning the width of it,0
JP, a large bear statue sitting on top of a tree.,0
JP, a large boat is docked at a pier,0
JP, a group of people standing around a large elephant.,0
JP, a black and white photo of a black and white photo of a man riding a motorcycle,0
JP, a large group of people flying kites in a field.,0
JP, a pair of skis laying on a snow covered mountain.,0
JP, a man riding a horse on a beach,0
JP, a large white airplane flying over a body of water,0
JP, a river with a bridge spanning the width of it,0
JP, a large white cake with a knife and some other items.,0
JP, a large group of people standing in a field,0
JP, a bird perched on top of a wooden bench.,0
JP, a bird perched on a metal railing outside.,0
JP, a sign that says `` <unk> '' on a street.,0
JP, a man holding a snowboard in his hand.,0
JP, a wooden table topped with a vase and a flower.,0
JP, a large metal statue sitting on top of a building.,0
JP, a vase with a flower in it sitting on a table,0
JP, a vase with flowers in it sitting on a table,0
JP, a woman standing in a room with a fire hydrant.,0
JP, a collection of antiques and a clock on a table,0
JP, a group of people standing around a giant clock.,0
JP, a clock tower with a clock on the top of it.,0
JP, a room with a large window and a clock,0
JP, a large group of bananas are hanging from a tree.,0
JP, a red and white bird sitting on a wooden bench.,0
JP, a yellow and blue fire hydrant sitting on the side of a road.,0
JP, a man riding a motorcycle down a street.,0
JP, a large clock tower towering over a city.,0
JP, a large clock tower with a clock on it,0
JP, a close up of a white vase with a flower in it,0
JP, a large clock on the side of a building,0
JP, a small white bird sitting on top of a wooden bench.,0
JP, a train is traveling down the tracks near a building.,0
JP, a bicycle locked to a parking meter on the sidewalk.,0
JP, a group of birds perched on a metal pole.,0
JP, a boat is docked in the water near a city.,0
JP, a large boat is docked in a river,0
JP, a red fire hydrant sitting in the grass.,0
JP, a large metal sink sitting in a room.,0
JP, a man in a red shirt holding a glass of wine.,0
JP, a car that is parked on the street,0
JP, a car parked on the side of a road.,0
JP, a white and blue sign hanging on a wall,0
JP, a pair of scissors and a pair of scissors,0
JP, a vase with a flower in it on a table,0
JP, a white and blue vase with a flower in it,0
JP, a small bathroom with a toilet and a sink,0
JP, a woman in a red shirt is playing frisbee,0
JP, a man is playing frisbee on a field,0
JP, a woman holding a tennis racquet on a tennis court.,0
JP, a man is playing tennis on a court,0
JP, a person is walking down a path near a forest.,0
JP, a large clock tower towering over a city.,0
JP, a large body of water with a bridge in the background,0
JP, a close up of a clock on a building,0
JP, a large building with a clock on the front of it,0
JP, a large clock on a table with a clock on it,0
JP, a person is walking in the snow on a trail,0
JP, a boat is docked in the water near a shore.,0
JP, a large building with a large clock tower.,0
JP, a room with a large window and a clock,0
JP, a black and white photo of a person on a skateboard,0
JP, a bird perched on a metal railing outside,0
JP, a clock on a pole on a city street,0
JP, a large clock tower towering over a city.,0
JP, a wooden bench sitting in front of a wooden fence.,0
JP, a fire hydrant is in the middle of a park.,0
JP, a large tree covered in ivy with a tree in the background,0
JP, a large body of water with a bunch of boats in it,0
JP, a man in a suit and tie standing in a room.,0
JP, a clock on a building with a sky background,0
JP, a large clock on a building with a sky background,0
JP, a bird is perched on a rock in the water,0
JP, a large amount of green plants in a garden,0
JP, a wooden bench sitting in a forest.,0
